niveau,circ,rôle,nomComplet,prénom,nom,genre,parti,courriel,photo,source
NS,Waverley-Fall River-Beaver Bank,MLA,Bill Horne,Bill,Horne,,Nova Scotia Liberal Party,billhornemla@gmail.com,https://nslegislature.ca/sites/all/themes/ns_leg/logo.png,https://nslegislature.ca/members/profiles/bill-horne
NS,Yarmouth,MLA,Honourable Zach Churchill,Honourable Zach,Churchill,,Nova Scotia Liberal Party,ca@zachchurchill.com,https://nslegislature.ca/sites/all/themes/ns_leg/logo.png,https://nslegislature.ca/members/profiles/zach-churchill
ON,Ajax,MPP,Rod Phillips,Rod,Phillips,,Progressive Conservative Party of Ontario,rod.phillips@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/rod_phillips.jpg,https://www.ola.org/en/members/all/rod-phillips
ON,AlgomaManitoulin,MPP,Michael Mantha,Michael,Mantha,,New Democratic Party of Ontario,mmantha-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/michael_mantha_0.jpg,https://www.ola.org/en/members/all/michael-mantha
ON,AuroraOak RidgesRichmond Hill,MPP,Michael Parsa,Michael,Parsa,,Progressive Conservative Party of Ontario,michael.parsaco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/michael_parsa.jpg,https://www.ola.org/en/members/all/michael-parsa
ON,BarrieInnisfil,MPP,Andrea Khanjin,Andrea,Khanjin,,Progressive Conservative Party of Ontario,andrea.khanjin@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/andrea_khanjin.jpg,https://www.ola.org/en/members/all/andrea-khanjin
ON,BarrieSpringwaterOro-Medonte,MPP,Doug Downey,Doug,Downey,,Progressive Conservative Party of Ontario,doug.downey@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/doug_downey.jpg,https://www.ola.org/en/members/all/doug-downey
ON,Bay of Quinte,MPP,Todd Smith,Todd,Smith,,Progressive Conservative Party of Ontario,todd.smithco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/todd_smith_1.jpg,https://www.ola.org/en/members/all/todd-smith
ON,BeachesEast York,MPP,Rima Berns-McGown,Rima,Berns-McGown,,New Democratic Party of Ontario,RBerns-McGown-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/rima_bernsmcgown.jpg,https://www.ola.org/en/members/all/rima-berns-mcgown
ON,Brampton Centre,MPP,Sara Singh,Sara,Singh,,New Democratic Party of Ontario,SSingh-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/sara_singh.jpg,https://www.ola.org/en/members/all/sara-singh
ON,Brampton East,MPP,Gurratan Singh,Gurratan,Singh,,New Democratic Party of Ontario,GSingh-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/gurratan_singh.jpg,https://www.ola.org/en/members/all/gurratan-singh
ON,Brampton North,MPP,Kevin Yarde,Kevin,Yarde,,New Democratic Party of Ontario,KYarde-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/kevin_yarde.jpg,https://www.ola.org/en/members/all/kevin-yarde
ON,Brampton South,MPP,Prabmeet Singh Sarkaria,Prabmeet Singh,Sarkaria,,Progressive Conservative Party of Ontario,prabmeet.sarkaria@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/prabmeet_sarkaria.jpg,https://www.ola.org/en/members/all/prabmeet-singh-sarkaria
ON,Brampton West,MPP,Amarjot Sandhu,Amarjot,Sandhu,,Progressive Conservative Party of Ontario,amarjot.sandhu@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/amarjot_sandhu_0.jpg,https://www.ola.org/en/members/all/amarjot-sandhu
ON,BrantfordBrant,MPP,Will Bouma,Will,Bouma,,Progressive Conservative Party of Ontario,will.bouma@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/will_bouma.jpg,https://www.ola.org/en/members/all/will-bouma
ON,BruceGreyOwen Sound,MPP,Bill Walker,Bill,Walker,,Progressive Conservative Party of Ontario,bill.walker@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/bill_walker_2.jpg,https://www.ola.org/en/members/all/bill-walker
ON,Burlington,MPP,Jane McKenna,Jane,McKenna,,Progressive Conservative Party of Ontario,jane.mckenna@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jane_mckenna_0.jpg,https://www.ola.org/en/members/all/jane-mckenna
ON,Cambridge,MPP,Belinda C. Karahalios,Belinda C.,Karahalios,,Independent,bkarahalios@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/belinda_karahalios_1.jpg,https://www.ola.org/en/members/all/belinda-c-karahalios
ON,Carleton,MPP,Goldie Ghamari,Goldie,Ghamari,,Progressive Conservative Party of Ontario,goldie.ghamari@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/ghamari_goldie.jpg,https://www.ola.org/en/members/all/goldie-ghamari
ON,Chatham-KentLeamington,MPP,Rick Nicholls,Rick,Nicholls,,Progressive Conservative Party of Ontario,rick.nicholls@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/rick_nicholls_0.jpg,https://www.ola.org/en/members/all/rick-nicholls
ON,Davenport,MPP,Marit Stiles,Marit,Stiles,,New Democratic Party of Ontario,MStiles-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/marit_stiles.jpg,https://www.ola.org/en/members/all/marit-stiles
ON,Don Valley East,MPP,Michael Coteau,Michael,Coteau,,Ontario Liberal Party,mcoteau.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/michael_coteau_0.jpg,https://www.ola.org/en/members/all/michael-coteau
ON,Don Valley North,MPP,Vincent Ke,Vincent,Ke,,Progressive Conservative Party of Ontario,vincent.ke@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/vincent_ke.jpg,https://www.ola.org/en/members/all/vincent-ke
ON,Don Valley West,MPP,Kathleen O. Wynne,Kathleen O.,Wynne,,Ontario Liberal Party,kwynne.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kathleen_wynne_0.jpg,https://www.ola.org/en/members/all/kathleen-o-wynne
ON,DufferinCaledon,MPP,Sylvia Jones,Sylvia,Jones,,Progressive Conservative Party of Ontario,sylvia.jones@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sylvia_jones_0.jpg,https://www.ola.org/en/members/all/sylvia-jones
ON,Durham,MPP,Lindsey Park,Lindsey,Park,,Progressive Conservative Party of Ontario,lindsey.park@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lindsey_park.jpg,https://www.ola.org/en/members/all/lindsey-park
ON,EglintonLawrence,MPP,Robin Martin,Robin,Martin,,Progressive Conservative Party of Ontario,robin.martin@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/robin_martin_photo.jpg,https://www.ola.org/en/members/all/robin-martin
ON,ElginMiddlesexLondon,MPP,Jeff Yurek,Jeff,Yurek,,Progressive Conservative Party of Ontario,jeff.yurek@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jeff_yurek_1.jpg,https://www.ola.org/en/members/all/jeff-yurek
ON,Essex,MPP,Taras Natyshak,Taras,Natyshak,,New Democratic Party of Ontario,tnatyshak-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/taras_natyshak_0.jpg,https://www.ola.org/en/members/all/taras-natyshak
ON,Etobicoke Centre,MPP,Kinga Surma,Kinga,Surma,,Progressive Conservative Party of Ontario,kinga.surma@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kinga_surma.jpg,https://www.ola.org/en/members/all/kinga-surma
ON,Etobicoke North,MPP,Doug Ford,Doug,Ford,,Progressive Conservative Party of Ontario,doug.fordco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/doug_ford.jpg,https://www.ola.org/en/members/all/doug-ford
ON,EtobicokeLakeshore,MPP,Christine Hogarth,Christine,Hogarth,,Progressive Conservative Party of Ontario,christine.hogarth@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/christine_hogarth.jpg,https://www.ola.org/en/members/all/christine-hogarth
ON,FlamboroughGlanbrook,MPP,Donna Skelly,Donna,Skelly,,Progressive Conservative Party of Ontario,donna.skelly@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/donna_skelly_0.jpg,https://www.ola.org/en/members/all/donna-skelly
ON,GlengarryPrescottRussell,MPP,Amanda Simard,Amanda,Simard,,Ontario Liberal Party,asimard.mpp@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/amanda_simard_edited.jpg,https://www.ola.org/en/members/all/amanda-simard
ON,Guelph,MPP,Mike Schreiner,Mike,Schreiner,,Green Party of Ontario,Mschreiner@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/schreiner.jpg,https://www.ola.org/en/members/all/mike-schreiner
ON,HaldimandNorfolk,MPP,Toby Barrett,Toby,Barrett,,Progressive Conservative Party of Ontario,toby.barrett@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/toby_barrett.jpg,https://www.ola.org/en/members/all/toby-barrett
ON,HaliburtonKawartha LakesBrock,MPP,Laurie Scott,Laurie,Scott,,Progressive Conservative Party of Ontario,laurie.scott@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/laurie_scott_0.jpg,https://www.ola.org/en/members/all/laurie-scott
ON,Hamilton Centre,MPP,Andrea Horwath,Andrea,Horwath,,New Democratic Party of Ontario,horwatha-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/andrea_horwath_0.jpg,https://www.ola.org/en/members/all/andrea-horwath
ON,Hamilton EastStoney Creek,MPP,Paul Miller,Paul,Miller,,New Democratic Party of Ontario,pmiller-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/paul_miller_0.jpg,https://www.ola.org/en/members/all/paul-miller
ON,Hamilton Mountain,MPP,Monique Taylor,Monique,Taylor,,New Democratic Party of Ontario,mtaylor-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/monique_taylor_0.jpg,https://www.ola.org/en/members/all/monique-taylor
ON,Hamilton WestAncasterDundas,MPP,Sandy Shaw,Sandy,Shaw,,New Democratic Party of Ontario,SShaw-CO@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/sandy_shaw.jpg,https://www.ola.org/en/members/all/sandy-shaw
ON,HastingsLennox and Addington,MPP,Daryl Kramp,Daryl,Kramp,,Progressive Conservative Party of Ontario,daryl.kramp@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/daryl_kramp_0.jpg,https://www.ola.org/en/members/all/daryl-kramp
ON,Humber RiverBlack Creek,MPP,Tom Rakocevic,Tom,Rakocevic,,New Democratic Party of Ontario,TRakocevic-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/tom_rakocevic.jpg,https://www.ola.org/en/members/all/tom-rakocevic
ON,HuronBruce,MPP,Lisa M. Thompson,Lisa M.,Thompson,,Progressive Conservative Party of Ontario,lisa.thompson@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lisa_thompson.jpg,https://www.ola.org/en/members/all/lisa-m-thompson
ON,KanataCarleton,MPP,Merrilee Fullerton,Merrilee,Fullerton,,Progressive Conservative Party of Ontario,merrilee.fullerton@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/merrilee_fullerton.jpg,https://www.ola.org/en/members/all/merrilee-fullerton
ON,KenoraRainy River,MPP,Greg Rickford,Greg,Rickford,,Progressive Conservative Party of Ontario,greg.rickford@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/greg_rickford.jpg,https://www.ola.org/en/members/all/greg-rickford
ON,Kiiwetinoong,MPP,Sol Mamakwa,Sol,Mamakwa,,New Democratic Party of Ontario,SMamakwa-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/sol_mamakwa.jpg,https://www.ola.org/en/members/all/sol-mamakwa
ON,Kingston and the Islands,MPP,Ian Arthur,Ian,Arthur,,New Democratic Party of Ontario,IArthur-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/ian_arthur.jpg,https://www.ola.org/en/members/all/ian-arthur
ON,KingVaughan,MPP,Stephen Lecce,Stephen,Lecce,,Progressive Conservative Party of Ontario,stephen.lecce@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_lecce.jpg,https://www.ola.org/en/members/all/stephen-lecce
ON,Kitchener Centre,MPP,Laura Mae Lindo,Laura Mae,Lindo,,New Democratic Party of Ontario,LLindo-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/lauramae_lindo.jpg,https://www.ola.org/en/members/all/laura-mae-lindo
ON,Kitchener SouthHespeler,MPP,Amy Fee,Amy,Fee,,Progressive Conservative Party of Ontario,amy.fee@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/amy_fee.jpg,https://www.ola.org/en/members/all/amy-fee
ON,KitchenerConestoga,MPP,Mike Harris,Mike,Harris,,Progressive Conservative Party of Ontario,mike.harris@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/mike_harris.jpg,https://www.ola.org/en/members/all/mike-harris
ON,LambtonKentMiddlesex,MPP,Monte McNaughton,Monte,McNaughton,,Progressive Conservative Party of Ontario,monte.mcnaughtonco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/monte_mcnaughton_0.jpg,https://www.ola.org/en/members/all/monte-mcnaughton
ON,LanarkFrontenacKingston,MPP,Randy Hillier,Randy,Hillier,,Independent,RHillier-CO@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/randy_hillier_0.jpg,https://www.ola.org/en/members/all/randy-hillier
ON,LeedsGrenvilleThousand Islands and Rideau Lakes,MPP,Steve Clark,Steve,Clark,,Progressive Conservative Party of Ontario,steve.clark@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/steve_clark_0.jpg,https://www.ola.org/en/members/all/steve-clark
ON,London North Centre,MPP,Terence Kernaghan,Terence,Kernaghan,,New Democratic Party of Ontario,TKernaghan-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/terence_kernaghan_0.jpg,https://www.ola.org/en/members/all/terence-kernaghan
ON,London West,MPP,Peggy Sattler,Peggy,Sattler,,New Democratic Party of Ontario,Psattler-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/peggy_sattler.jpg,https://www.ola.org/en/members/all/peggy-sattler
ON,LondonFanshawe,MPP,Teresa J. Armstrong,Teresa J.,Armstrong,,New Democratic Party of Ontario,tarmstrong-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/teresa_armstrong_0.jpg,https://www.ola.org/en/members/all/teresa-j-armstrong
ON,MarkhamStouffville,MPP,Paul Calandra,Paul,Calandra,,Progressive Conservative Party of Ontario,paul.calandra@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/paul_calandra_0.jpg,https://www.ola.org/en/members/all/paul-calandra
ON,MarkhamThornhill,MPP,Logan Kanapathi,Logan,Kanapathi,,Progressive Conservative Party of Ontario,logan.kanapathi@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/logan_kanapathi_0.jpg,https://www.ola.org/en/members/all/logan-kanapathi
ON,MarkhamUnionville,MPP,Billy Pang,Billy,Pang,,Progressive Conservative Party of Ontario,billy.pang@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/billy_pang.jpg,https://www.ola.org/en/members/all/billy-pang
ON,Milton,MPP,Parm Gill,Parm,Gill,,Progressive Conservative Party of Ontario,parm.gill@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/parm_gill.jpg,https://www.ola.org/en/members/all/parm-gill
ON,Mississauga Centre,MPP,Natalia Kusendova,Natalia,Kusendova,,Progressive Conservative Party of Ontario,natalia.kusendova@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/natalia_kusendova.jpg,https://www.ola.org/en/members/all/natalia-kusendova
ON,Mississauga EastCooksville,MPP,Kaleed Rasheed,Kaleed,Rasheed,,Progressive Conservative Party of Ontario,kaleed.rasheed@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/kaleed_rasheed_.jpg,https://www.ola.org/en/members/all/kaleed-rasheed
ON,MississaugaErin Mills,MPP,Sheref Sabawy,Sheref,Sabawy,,Progressive Conservative Party of Ontario,sheref.sabawy@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sheref_sabawy.jpg,https://www.ola.org/en/members/all/sheref-sabawy
ON,MississaugaLakeshore,MPP,Rudy Cuzzetto,Rudy,Cuzzetto,,Progressive Conservative Party of Ontario,rudy.cuzzetto@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/rudy_cuzzetto.jpg,https://www.ola.org/en/members/all/rudy-cuzzetto
ON,MississaugaMalton,MPP,Deepak Anand,Deepak,Anand,,Progressive Conservative Party of Ontario,deepak.anand@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/deepak_anand_1.jpg,https://www.ola.org/en/members/all/deepak-anand
ON,MississaugaStreetsville,MPP,Nina Tangri,Nina,Tangri,,Progressive Conservative Party of Ontario,nina.tangri@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/nina_tangri.jpg,https://www.ola.org/en/members/all/nina-tangri
ON,MushkegowukJames Bay,MPP,Guy Bourgouin,Guy,Bourgouin,,New Democratic Party of Ontario,GBourgouin-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/guy_bourgouin.jpg,https://www.ola.org/en/members/all/guy-bourgouin
ON,Nepean,MPP,Lisa MacLeod,Lisa,MacLeod,,Progressive Conservative Party of Ontario,Lisa.macleodco@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lisa_macleod_0.jpg,https://www.ola.org/en/members/all/lisa-macleod
ON,NewmarketAurora,MPP,Christine Elliott,Christine,Elliott,,Progressive Conservative Party of Ontario,christine.elliott@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/christine_elliott.jpg,https://www.ola.org/en/members/all/christine-elliott
ON,Niagara Centre,MPP,Jeff Burch,Jeff,Burch,,New Democratic Party of Ontario,JBurch-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jeff_burch.jpg,https://www.ola.org/en/members/all/jeff-burch
ON,Niagara Falls,MPP,Wayne Gates,Wayne,Gates,,New Democratic Party of Ontario,wgates-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/wayne_gates_0.jpg,https://www.ola.org/en/members/all/wayne-gates
ON,Niagara West,MPP,Sam Oosterhoff,Sam,Oosterhoff,,Progressive Conservative Party of Ontario,sam.oosterhoff@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/sam_oosterhoff_0.jpg,https://www.ola.org/en/members/all/sam-oosterhoff
ON,Nickel Belt,MPP,France Gélinas,France,Gélinas,,New Democratic Party of Ontario,fgelinas-qp@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/france_gelinas_0.jpg,https://www.ola.org/en/members/all/france-gelinas
ON,Nipissing,MPP,Victor Fedeli,Victor,Fedeli,,Progressive Conservative Party of Ontario,vic.fedeli@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/victor_fedeli_0.jpg,https://www.ola.org/en/members/all/victor-fedeli
ON,NorthumberlandPeterborough South,MPP,David Piccini,David,Piccini,,Progressive Conservative Party of Ontario,david.piccini@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/david_piccini.jpg,https://www.ola.org/en/members/all/david-piccini
ON,Oakville,MPP,Stephen Crawford,Stephen,Crawford,,Progressive Conservative Party of Ontario,stephen.crawford@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_crawford.jpg,https://www.ola.org/en/members/all/stephen-crawford
ON,Oakville NorthBurlington,MPP,Effie J. Triantafilopoulos,Effie J.,Triantafilopoulos,,Progressive Conservative Party of Ontario,effie.triantafilopoulos@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/effie_triantafilopoulos.jpg,https://www.ola.org/en/members/all/effie-j-triantafilopoulos
ON,Orléans,MPP,Stephen Blais,Stephen,Blais,,Ontario Liberal Party,sblais.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/stephen_blais_180x270.jpg,https://www.ola.org/en/members/all/stephen-blais
ON,Oshawa,MPP,Jennifer K. French,Jennifer K.,French,,New Democratic Party of Ontario,JFrench-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jennifer_french_0.jpg,https://www.ola.org/en/members/all/jennifer-k-french
ON,Ottawa Centre,MPP,Joel Harden,Joel,Harden,,New Democratic Party of Ontario,JHarden-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/joel_harden.jpg,https://www.ola.org/en/members/all/joel-harden
ON,Ottawa South,MPP,John Fraser,John,Fraser,,Ontario Liberal Party,Jfraser.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/john_fraser.jpg,https://www.ola.org/en/members/all/john-fraser
ON,Ottawa WestNepean,MPP,Jeremy Roberts,Jeremy,Roberts,,Progressive Conservative Party of Ontario,jeremy.roberts@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jeremy_roberts.jpg,https://www.ola.org/en/members/all/jeremy-roberts
ON,OttawaVanier,MPP,Lucille Collard,Lucille,Collard,,Ontario Liberal Party,LCollard.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/lucille_collard_180x270.jpg,https://www.ola.org/en/members/all/lucille-collard
ON,Oxford,MPP,Ernie Hardeman,Ernie,Hardeman,,Progressive Conservative Party of Ontario,ernie.hardeman@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/ernie_hardeman_1.jpg,https://www.ola.org/en/members/all/ernie-hardeman
ON,ParkdaleHigh Park,MPP,Bhutila Karpoche,Bhutila,Karpoche,,New Democratic Party of Ontario,BKarpoche-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/bhutila_karpoche.jpg,https://www.ola.org/en/members/all/bhutila-karpoche
ON,Parry SoundMuskoka,MPP,Norman Miller,Norman,Miller,,Progressive Conservative Party of Ontario,norm.miller@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/norman_miller.jpg,https://www.ola.org/en/members/all/norman-miller
ON,PerthWellington,MPP,Randy Pettapiece,Randy,Pettapiece,,Progressive Conservative Party of Ontario,randy.pettapiece@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/randy_pettapiece.jpg,https://www.ola.org/en/members/all/randy-pettapiece
ON,PeterboroughKawartha,MPP,Dave Smith,Dave,Smith,,Progressive Conservative Party of Ontario,dave.smith@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/dave_smith.jpg,https://www.ola.org/en/members/all/dave-smith
ON,PickeringUxbridge,MPP,Peter Bethlenfalvy,Peter,Bethlenfalvy,,Progressive Conservative Party of Ontario,peter.bethlenfalvy@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/peter_bethlenfalvy.jpg,https://www.ola.org/en/members/all/peter-bethlenfalvy
ON,RenfrewNipissingPembroke,MPP,John Yakabuski,John,Yakabuski,,Progressive Conservative Party of Ontario,john.yakabuski@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/john_yakabuski_0.jpg,https://www.ola.org/en/members/all/john-yakabuski
ON,Richmond Hill,MPP,Daisy Wai,Daisy,Wai,,Progressive Conservative Party of Ontario,daisy.wai@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/daisy_wai_0.jpg,https://www.ola.org/en/members/all/daisy-wai
ON,SarniaLambton,MPP,Robert Bailey,Robert,Bailey,,Progressive Conservative Party of Ontario,bob.bailey@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/bob_bailey_0.jpg,https://www.ola.org/en/members/all/robert-bailey
ON,Sault Ste. Marie,MPP,Ross Romano,Ross,Romano,,Progressive Conservative Party of Ontario,ross.romano@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/ross_romano_0.jpg,https://www.ola.org/en/members/all/ross-romano
ON,Scarborough Centre,MPP,Christina Maria Mitas,Christina Maria,Mitas,,Progressive Conservative Party of Ontario,christina.mitas@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/christina_mitas.jpg,https://www.ola.org/en/members/all/christina-maria-mitas
ON,Scarborough North,MPP,Raymond Sung Joon Cho,Raymond Sung Joon,Cho,,Progressive Conservative Party of Ontario,raymond.cho@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/raymond_cho_0.jpg,https://www.ola.org/en/members/all/raymond-sung-joon-cho
ON,Scarborough Southwest,MPP,Doly Begum,Doly,Begum,,New Democratic Party of Ontario,DBegum-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/doly_begum_0.jpg,https://www.ola.org/en/members/all/doly-begum
ON,ScarboroughAgincourt,MPP,Aris Babikian,Aris,Babikian,,Progressive Conservative Party of Ontario,aris.babikian@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/aris_babikian_.jpg,https://www.ola.org/en/members/all/aris-babikian
ON,ScarboroughGuildwood,MPP,Mitzie Hunter,Mitzie,Hunter,,Ontario Liberal Party,mhunter.mpp.co@liberal.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/mitzie_hunter.jpg,https://www.ola.org/en/members/all/mitzie-hunter
ON,ScarboroughRouge Park,MPP,Vijay Thanigasalam,Vijay,Thanigasalam,,Progressive Conservative Party of Ontario,vijay.thanigasalam@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/vijay_thanigasalam.jpg,https://www.ola.org/en/members/all/vijay-thanigasalam
ON,Simcoe North,MPP,Jill Dunlop,Jill,Dunlop,,Progressive Conservative Party of Ontario,jill.dunlop@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jill_dunlop.jpg,https://www.ola.org/en/members/all/jill-dunlop
ON,SimcoeGrey,MPP,Jim Wilson,Jim,Wilson,,Independent,jwilson@ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jim_wilson.jpg,https://www.ola.org/en/members/all/jim-wilson
ON,SpadinaFort York,MPP,Chris Glover,Chris,Glover,,New Democratic Party of Ontario,CGlover-CO@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/chris_glover.jpg,https://www.ola.org/en/members/all/chris-glover
ON,St. Catharines,MPP,Jennifer (Jennie) Stevens,Jennifer (Jennie),Stevens,,New Democratic Party of Ontario,JStevens-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jennie_stevens.jpg,https://www.ola.org/en/members/all/jennifer-jennie-stevens
ON,StormontDundasSouth Glengarry,MPP,Jim McDonell,Jim,McDonell,,Progressive Conservative Party of Ontario,jim.mcdonell@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/jim_mcdonell.jpg,https://www.ola.org/en/members/all/jim-mcdonell
ON,Sudbury,MPP,Jamie West,Jamie,West,,New Democratic Party of Ontario,JWest-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/jamie_west.jpg,https://www.ola.org/en/members/all/jamie-west
ON,Thornhill,MPP,Gila Martow,Gila,Martow,,Progressive Conservative Party of Ontario,gila.martow@pc.ola.org,https://www.ola.org/sites/default/files/member/profile-photo/gila_martow_0.jpg,https://www.ola.org/en/members/all/gila-martow
ON,Thunder BayAtikokan,MPP,Judith Monteith-Farrell,Judith,Monteith-Farrell,,New Democratic Party of Ontario,JMonteith-Farrell-QP@ndp.on.ca,https://www.ola.org/sites/default/files/member/profile-photo/judith_monteithfarrell.jpg,https://www.ola.org/en/members/all/judith-monteith-farrell
